text,sentiment,label
@RevolutApp Thank you for your quick reply. I've been seeing many posts on social media,neutral,general
@NatWest_Help tried registering for biometric approval and itâ€™s saying I canâ€™t do it at this time - I need to make transactions,negative,service - digital
"@NatWest_Help can someone help? Iâ€™m trying to send some money but the biometrics keeps failing, locked me out. Set it back up again and biometrics still fails ðŸ˜©",negative,service - digital
@jessie_eliz @HSBC_UK Iâ€™m in the same position,negative,general
"@ADWojcik @RevolutApp Tried twice, it was instantly rejected both times",negative,service - digital
@jessie_eliz @HSBC_UK Iâ€™m also having the same problem,negative,general
@stuart_clegg @LloydsBank You there tomorrow Stu ?,neutral,general
I already convinced over 20 people to delete #Revolut @RevolutApp and transfer money to alternatives. @RevolutApp was funded with Russian Gazprom money and it's running by the son of russian oligarch. #Ukrainian #StopWar #RussiaInvadedUkraine https://t.co/H96k8BbRCe,negative,activism
"@neily_boy72 @RBS_Help Hi, thanks for getting in touch. I'm sorry to hear you're having issues, please DM your details or email enquiries@tastecard.co.uk and we will happily look into this and help you. We look forward to hearing from you.
https://t.co/rpTlJSvfN0",negative,service - general
"@jessie_eliz @HSBC_UK Same here, glad its not just us ðŸ™ƒ",negative,service - general
@RevolutApp how do I report a fraudulent Revolut bank account please? Someone tried to change my bank details for my salary to one of your accounts. Please treat as serious as I want to report this to the police also.,negative,fraud
@pange_h @Nor154 @NatWest_Help Thank you so much. Had no idea it was HSBC as a few staff had wages but asking them just notes they are actually HSBC.,positive,service - general
@NatWest_Help @Nor154 I know it hasnâ€™t affected internal payments. 2 hours approx.,negative,service - general
"@monzo I had a monzo account, seeing how much I spent in a day and how much i had left til payday gave me anxiety so I changed banks lol",negative,service - general
@cooda @ElaineEdwards13 @HSBC_UK Similar issue here too,negative,service - general
@coinbase @RevolutApp @PayPal @MoneyGram @WesternUnion I'm sure one of you can find a faster way to donate to Ukraine than using bank transfers. https://t.co/3ut6WXhc6u,neutral,activism
@santanderukhelp No I did not block my own card! I went to withdraw cash at several ATMâ€™s and they all said the same message that the function was not enabled!,negative,service - general
"Just a reminder that @StarlingBank are not in favour of you trading, buying crypto or anything that a person in 2022 does. They just SIEZE  your money and pretend to be doing investigations about HOW YOU SPEND YOUR MONEY. Communist STARLING, not for purpose in a modern World.",negative,service - general
"@monzo actual reasons to not get a Monzo accountâ€¦

- they ignore reports about fraud
- they share your data with companies like Facebook and Google
- sometimes their servers go down and you canâ€™t access your money for days
- they are being investigated for financial crimes",negative,fraud
"@santanderukhelp Hi, please could you drop me a direct message. Would like to highlight some poor service I received this morning and ask your advice. Cheers.",negative,service - general
"ðŸ’° You're never too young to get financial advice!

Staff from @HSBC_UK visited @GothicMede yesterday to teach money skills to Year 3ï¸âƒ£ and 4ï¸âƒ£ pupils.

#BESTfamily #Arlesey https://t.co/57n1ryDAuA",positive,activism
"@CooperativeBank Thanks, does the post office provide the paying in slip?",neutral,inquiry
@santanderukhelp Yes it works in shops and online but apparently it was blocked for cash withdrawals. Iâ€™ve been told on live chat that thereâ€™s no block on it so I will try again,negative,service - general
@ElaineEdwards13 @RichardKennedy @HSBC_UK I *think* we are all systems go,positive,service - general
@StarlingBank I just want someone to reply to my emails I have been writing. I don't want to have to go through all the website to get to the same place..,negative,service - digital
@HannahBag @BarclaysUK Maybe due to cyber crap from russia?,negative,activism
"Just when you thought ""spot the man"" was tricky in their last ad, @LloydsBank have really upped the ante in their new one. I waited until the end expecting it to be for some sort of ""women in business"" banking initiative, but it wasn't.",negative,activism
@RevolutApp Can't find the chat,negative,service - digital
@NatWest_Help @AoifeCunningh13 I have DMâ€™d you,neutral,general
@NatWest_Help @AoifeCunningh13 I turned 18 on jan 27th and havenâ€™t been able to access it.,negative,service - general
"@NatWest_Help I know we are still in very strange times, and pressures are hitting us all hard, but closing the Haymarket NCL branch and understaffing the other city centre branch is baffling.",negative,service - general
"@HalifaxBank false promises by @HalifaxBank , say they will ring you and don't",negative,service - general
@LloydsBank @Hardeep03036315 Tried. Not friend,negative,service - general
@santanderukhelp Hi could you provide the number to call your authorisation department if im calling from abroad?? Currently on hold for over 20 mins cant get through to the right department,negative,service - general
"Have just ordered my $ATOM âš›ï¸ cat ðŸ¾ card!
@RevolutApp ðŸ’– 
#IBCGang https://t.co/IyNm5gEsUe",positive,service - general
"@RevolutApp I'm sorry but there is no word help m, can you just open your dm?",negative,service - digital
@HalifaxBank I remain unhappy and already know the timescales due to this ongoing from December. The fact that nothing is being done and no-one to speak to is incredibly frustrating!,negative,service - general
"As soon as we started hiring we realised @onfolkhr needed this. 

We get to think ""what would remove our own employee admin"". Then we build that thing. 

Was also true of @monzo. People working on the product used it daily + had the power to improve it. Super powerful. https://t.co/9yoZpiH7CC",positive,service - general
@andy31259 @RevolutApp What is this @andy31259 ??,neutral,inquiry
@RBS_Help can you confirm if there are charges using debit card abroad for transactions  if you have a Graduate account? Thanks,neutral,inquiry
@lbrealdeveloper @RevolutApp You can customize your Revolut card.,positive,service - general
@CooperativeBank I was given another number to call when card is blocked unnecessarily but that number is wrong ðŸ¤¬,negative,service - general
@santanderukhelp Itâ€™s now coming up to 2 hours.. This is just stupid,negative,service - general
@divin_kaley @NatWest_Help I got through to them but was on hold for 2 and a half hours and then told me I had to send them a letter to access it x,negative,service - general
@santanderukhelp Sorted now thank you ðŸ™,positive,service - general
@santanderukhelp Hopefully I will hear back from them soon as I told them Iâ€™m financially suffering now !,negative,service - general
@santanderukhelp 40 mins now. I want to port my existing mortgage onto another property,negative,service - general
@LloydsBank I canâ€™t make any payments through you. When I click on payments and transfers it just takes me to a blank Lloyds page.,negative,service - digital
"Lloyds Bank @LloydsBank also have issues with females, a large number of the farms taken by Lloyds BSU were owned by women. https://t.co/MehskRtzfl",negative,service - general
@santanderukhelp Iâ€™m trying to book a hotel in Germany through https://t.co/jjEkzXBH5C - I verify the payment in the mobile app but when I return to the site to confirm thereâ€™s no confirmation button on the pop-up so I canâ€™t process the payment. Have tried in four different browsers. No â€œconfirmâ€,negative,service - digital
"@NatWest_Help why can I not register to get online for my daughters CTF? I have been trying all week and when I am trying to phone up Iâ€™m on hold for 2-3 hours before giving up. Beyond a joke, Iâ€™m trying to look after her money",negative,service - digital
@LloydsBank OK as long as you don't loose your phone.,negative,service - digital
"Our first book, The Golden Decade Ahead is dedicated to our co-chair @JackDromeyMP &amp; features Jack's last essay along with an incredible group of authors with a wealth of perspectives on the decade ahead. 
The book launches 7 Mar at @HSBC_UK
https://t.co/1gpZfBfORQ
@liambyrnemp https://t.co/IA0QqNOx82",positive,activism
@RevolutApp do you have a customer service number or email,neutral,inquiry
@RevolutApp @RevolutApp BOYCOTT !! #boycottrevolut #ukraine #IStandWithUkraine,negative,activism
Where is my money @asda @AsdaServiceTeam @HalifaxBank @MastercardUK https://t.co/AaY5GBWTUS https://t.co/GOvWRC9CMp,negative,service - general
Where is my money @asda @AsdaServiceTeam @HalifaxBank @MastercardUK https://t.co/Bj4yTgrZM0,negative,service - general
"@LouiseDole @JoeMorris101 @monzo Aye itâ€™s usually Â£250 fee feee every 30 days. It gets waived if you get your salary paid in (or adding money every 35 days) and if you have a DD setup.
More or less no feeâ€™s if theyâ€™re your main bank!",positive,service - general
"Thank you to all the fintechs and other companies that are helping their Ukrainian officesâ€™ employees relocate to safer locations! ðŸ™ðŸ‡ºðŸ‡¦

@RevolutApp @Solarisbank @jake_grammarly @amazon @GlovoKEN  and many others",positive,activism
"@HalifaxBank My wife needs to talk with someone to make an appointment in branch.
Been trying every fifteen minutes since 9am.",negative,service - general
@HalifaxBank They have already had the Â£20 the true cost of the transaction yet hold on to an additional Â£50 ðŸ˜¡ðŸ˜¡ðŸ˜¡ Stop robbing people times are hard and friends are few WHERES MY MONEY @AsdaServiceTeam,negative,service - general
"@HalifaxBank Hi Claire, no DM option?",negative,service - digital
@TSB been trying to get help with the fraud squad!!! Absolutely useless all day yesterday on phone to 8 different people only to find out today when in branch that I need to phone again!! What disappointing service you give. Been a customer for over 28 years!!!,negative,fraud
@HSBC_UK I have been unable to login all day. I have called and spent over an hour talking to an agent. Issue still not resolved,negative,service - digital
"@santanderukhelp Hello, youâ€™ve just sent this message to me I think itâ€™s a scam you never ever send me texts can you confirm? - https://t.co/EtSLzxd9FO",negative,fraud
"@LloydsBank Hi, Iâ€™ve just dmâ€™d you about a possible scam I may have received to see if itâ€™s legit.",neutral,fraud
@LloydsBank Thanks :) all sorted!,positive,service - general
@AnnieMouse81 @ldjbUK @monzo it's the same number as Siri used to give for the meaning of life lol,neutral,general
"@HSBC_UK What a bright idea (!?) to replace the digital secure key password with a digital secure key 6-digit pin!!Easy to remember unique password, personal to me - will now have to write pin number down. 'Simpler' - really??",negative,service - digital
"@HalifaxBank @WhichMoney Budgeting really, what amount of money do you think people should budget for, after you waste their time and money waiting 30 mins for someone to answer your phone. Why take advice from an institution that can't budget to hire enough people to answer the phone.",negative,service - general
"@santanderukhelp In the end I chose a different option - pay later - and I didn't get the pop-up so was able to complete the transaction, but will have to pay later.",negative,service - general
"@monzo I got the card, boo ðŸ’•",positive,service - general
"@LloydsBank Avoid this app, easily hacked and not at all secure.  Use a computer, and stay away from something that appears to be convenient, that ultimately, is more useful to the bank rather than the customer.",negative,service - digital
@inasimi_ @RevolutApp I'm having the same issue been trying to top up my account and it beens declining it and I'm like ffs,negative,service - digital
"@RevolutApp Lets Users Book Trips Now, Pay Later.

https://t.co/KBRt5O44Ji

#banking #neobank #challengerbank #digitalbanking #bankingapp #bnpl #onlinebanking #mobilebanking #digitalpaymements #payments #financialtechnology #financialservices #financialsolutions",positive,service - general
"@AsdaServiceTeam @HalifaxBank please just reject this payment, I've been on hold over 25 minutes https://t.co/qIxU8uqd2y",negative,service - general
"@HalifaxBank @RobertDyas @BTL_uk @blacks_online would love to talk to you about ðŸ’¡ðŸŒðŸ¥², please join @hottershoes @WaterstonesCh @Waterstones @Shuropody_ @FromPaperchase who are helping #Chichester #SwitchOffTheLights come on, pls ðŸ˜˜ https://t.co/MLknwOi7uD",neutral,inquiry
@santanderukhelp Can you tell me why your Newport branch is closed at 15.10 when it says on the door and on your website open till 16.30,negative,service - general
"@RevolutApp At this point, i would just say to all users, don't trust Revolut with your money. Be ready to see it disappeared very soon, and revolut will say their is nothing wrong.",negative,service - general
@santanderuk  @santanderukhelp lollll that you are displaying how you are 11th out of all the banks ðŸ˜‚ðŸ˜‚ https://t.co/ORlAx4jaWR,negative,service - general
"The @CooperativeBank has more than tripled its bonus pot for #bankers after a â€œmilestone yearâ€ that resulted in its first #profit in a decade. ðŸ’¸

Read more on the @guardian at https://t.co/gO8u4JMxs4 https://t.co/hRNDl9gsdJ",neutral,investors
@JamesDelingpole @LloydsBank Wise or Revolut,neutral,general
I've been with @LloydsBank for over 40 years. But I've just had enough of their 'security checks' which basically mean I can't conduct any transactions without the fear of my card being suspended. Any recommended banks I should move to?,negative,service - general
"@LloydsBank I am, thank you.",neutral,general
@LloydsBank  I wonder if youâ€™d consider lifting foreign bank transfer fees for Ukraine given the situation. A Â£9.50 fee for sending money is a little on the nose given what is happening?,neutral,activism
"@JamesDelingpole @LloydsBank Theyâ€™re all utter shite! Spend more money on ads telling you how much the â€˜careâ€™, whilst hiking charges, closing branches and generally beingâ€¦shite! And heartless",negative,service - general
"Give it back, it's not yours @HalifaxBank @AsdaServiceTeam https://t.co/OCiC8cF036",negative,service - general
@JamesDelingpole @LloydsBank Starling,neutral,inquiry
"@JamesDelingpole @LloydsBank Had much the same with @AIB_NI, went to 2 of the remaining5branches and they were not much help at all. Paypal seems to work for what i was trying to book.",neutral,inquiry
"@JamesDelingpole @LloydsBank Any bank using @ComplyAdvantage will have fewer unnecessary compliance checks and better overall security, e.g. @imaginecurve and many more on our website https://t.co/ersN2gjUX8",neutral,general
@SongbirdComm @RevolutApp come on and just give them to us!,neutral,general
@Keyfun72Lucas @JamesDelingpole @LloydsBank I'd go Nationwide too,neutral,general
@JamesDelingpole @LloydsBank Nationwide. Moved to them from HSBC after they blocked access to my account and wouldnâ€™t unlock for 48 despite me proving my security details,negative,service - general
"@santanderukhelp Yes, but from a different number",neutral,general
"@JamesDelingpole @LloydsBank Mrs Davitt has had the same. 

We have no mobile signal at our house, which makes it all worse.

She can now use her fingerprint to help out via their app.

Still not ideal.",negative,service - digital
@JamesDelingpole @LloydsBank Starling - top choice of Which,positive,service - general
"@JamesDelingpole @LloydsBank Starling all day long, first class.",positive,service - general
@unrulyunited1 @monzo @FruitpunchL get out the money dargðŸ˜‚,neutral,general
@JamesDelingpole @LloydsBank Metro Bank if you've got one up there in the turnip fields,neutral,general
@LloydsBank Ok thatâ€™s great. Thank you very much for your help,positive,service - general
@JamesDelingpole @LloydsBank Starling..,neutral,general
"@BaxterBasics @JamesDelingpole @LloydsBank I'm having same issue with Co-op, but for relatively tiny amounts, Â£200 etc. Froze my card in week before Xmas! ðŸ¤¬",negative,service - general
@JamesDelingpole @LloydsBank First direct. Been with them 25 years and would highly recommend. Call centre in UK too.,positive,service - general
"@NatWest_Help Is NatWest online currently meant to be working?  It keeps telling me my number or password or anything else is wrong.  No doubt, if I am not careful, if will lock me out.",negative,service - digital
"@JamesDelingpole @LloydsBank Hey your money out of big banks. 

I use a credit union for some savings. The rest Iâ€™m buying gold. 
Make sure any money you have is quickly and easily accessible. Spread it around a bit ðŸ‘",negative,service - general
"@JamesDelingpole @LloydsBank I'd have said First Direct, but even they've gone full-fascist and refer to your ""digital wallet"" (whether or not you've even heard of such a thing) - also telling you to update your phone records so that your new [slimline] card ""knows where to find you"".",negative,service - digital
@JamesDelingpole @MiniMooJack @LloydsBank under the floor boards.,negative,service - general
@JamesDelingpole @LloydsBank Starling app based bank. Really hassle free,positive,service - general
@monzo Honestly can't complain anything that's ever been funky was Nintendo trying to take money that was scheduled and the chat box people sorted me out ðŸ˜ðŸ‘,positive,service - general
@JamesDelingpole @LloydsBank Thought you would already be with VTB.,neutral,general
@JamesDelingpole @LloydsBank I got Barclays and Monzo. Never had issues buying crypto or anything.,neutral,crpyto
@JamesDelingpole @LloydsBank nationwide have been pretty good,positive,general
"@JamesDelingpole @LloydsBank After your comment about Ukraine, maybe a rus bank.",neutral,activism
@JamesDelingpole @LloydsBank Nationwide,positive,general
@santanderukhelp hi there. Trying to add funds to my national lottery account and says transaction not authorised contact bank. Can you look into this for me please?,negative,service - general
"@JamesDelingpole @johndmtb @LloydsBank Starling Bank is the best of the challenger banks in my opinion, and very easy to use.",neutral,general
@BasilBr31034632 @JamesDelingpole @LloydsBank @ComplyAdvantage @imaginecurve Everyone,neutral,general
How long for you to answer the phone @CooperativeBank? 50mins and counting,negative,service - general
"@Article1219 @JamesDelingpole @LloydsBank And of course it's all ""for our benefit""... but I'm rather suspicious it's part of the long lead-up to digital ID (one day becoming biometric digital ID) being tied into everything.

We're continually reminded of the ""issues"" of verifying that we are who we say we are.",negative,service - digital
"@JamesDelingpole @LloydsBank My boiler packed in over a week ago now. Was told by Eon before I arranged finance they could fit a new one in 2 days. 
Great, i thought. Arrange finance, then they tell me they can fit on the 7th.
Absolute b@$tards",negative,service - general
@QcNodding @JamesDelingpole @LloydsBank Am looking at these myself.,neutral,general
@RevolutApp what is your stand on Russian invasion?,neutral,activism
"@santanderukhelp Not recently and I haven't had any alerts pop up on my account. Who do I contact, customer services or the 123 123 no?",negative,service - general
@RevolutApp can you advise if you might be affected by the sanctions since the owner of revolut is from Russia?,negative,activism
"@JamesDelingpole @LloydsBank Better to hold your money somewhere where 100% gold &amp; silver are held in lieu of ""cash"" for the value you store, and you use a card to spend it as cash. 

You can take physical delivery too as needed for lower premiums than at coin shops.",neutral,general
"@JamesDelingpole @LloydsBank just not natwest, serial card blockers - first direct seem good since i switched there.",negative,crpyto
@JamesDelingpole @LloydsBank Starling is excellent if you just want a no nonsense current account.,positive,service - general
@Krisp06 @JamesDelingpole @LloydsBank Thatâ€™s right sadly I have to stand in an olive grove valence on a chair to get signal to receive the text. ðŸ™‡â€â™€ï¸,negative,service - general
@NatWest_Help any danger one of you guys could pick up the phone...,negative,service - general
@NatWest_Help @MartinJ008 Theyâ€™re not speaking to anyone - is there actually anyone there???,negative,service - general
"@JamesDelingpole @LloydsBank Nationwide, surprisingly sound. Although I think they are getting a bit iffy on crypto if using a credit/debit card.",negative,crpyto
"@HSBC_UK â€œYour call is important to usâ€

No, @HSBC_UK it obviously isnâ€™t - 2 hours on hold demonstrates your complete disregard for your customers.

The same way that ignoring complaints does.",negative,service - general
"@JamesDelingpole @LloydsBank First Direct are excellent, I've banked with them for 15 years &amp; never had a problem.",positive,service - general
@RevolutApp I am on the live chat but not really getting anywhere,negative,service - digital
"@RevolutApp I have contacted and waited for a month, could you please provide other solutions?",negative,service - general
@Thats_hat @NatWest_Help Itâ€™s a joke isnâ€™t it ! You just get the same response every time that theyâ€™ve got a high volume of calls,negative,service - general
@RBS_Help @PoppyWi39492197 @NatWest_Help Link takes me to NatWest help - is that right?,neutral,inquiry
@janie1305 @linzpope @NatWest_Help Not sure what our next steps are.  Iâ€™ve suggested that we keep retweeting and make lots of noise on social media. I know that unclaimed funds are kept by banks - maybe thatâ€™s the aim ðŸ¤·ðŸ»â€â™€ï¸,negative,service - general
Why is your app so disappointing? @HalifaxBank,negative,service - digital
@santanderukhelp So far have been on hold for 21 minutes and counting....,negative,service - general
@santanderukhelp Yes but itâ€™s quite complicated can you DM me,neutral,inquiry
@LloydsBank how can I stop any future payments to a supplier please?,neutral,inquiry
@JamesDelingpole @LloydsBank Switched about 10 times in the past decade.  Got Â£100 plus bonus each time.   Now looped back to the one I started with and got Â£130 to switch!,positive,service - digital
So @monzo the little #IFTTT i set up to pop a pound for every tweet or reply in to a pot is working out well - only a month in! ðŸ˜‚ https://t.co/eMKyuZ39g3,positive,service - general
@santanderukhelp Online. Tried twice still declined. However 20 minutes earlier everything was fine in a shop and also online. #StillOnHold,negative,service - general
@JamesDelingpole @LloydsBank Starling,neutral,general
@santanderukhelp - on the santander app.  I canâ€™t phone the customer service line as Iâ€™m in Thailand and using a Thai sim which wonâ€™t call internationally,negative,service - general
@soozwood @NatWest_Help This is awful - they didnâ€™t even respond to you!,negative,service - general
"@JamesDelingpole @LloydsBank For an everyday bank, Starling is the best I've had. Nae messing about.",positive,service - general
"@JamesDelingpole @LloydsBank Tell me about it
Like millions of others no doubt, I didn't do much shopping during Lockdowns and covid. So a few weeks ago I had several household items to shop for and after making 3, Nationwide blocked my card in the 4th.
Their security told me it was due to extra activity FFS",negative,service - general
@NatWest_Help On hold for over an hour - just get someone to answer a phone please,negative,service - general
"@JamesDelingpole @LloydsBank Unfortunately no, because I too am with Lloyds (45 years). I can see it coming. Withdrawing cash not possible without them making you feel like a criminal. Could be following you.",negative,service - general
"@accountingetc @JamesDelingpole @LloydsBank I have come to the conclusion that you should never, ever, download the app for anything. All companies push them relentlessly - which instantly makes me suspicious!

I am still with HSBC and still getting paper statements - I use online banking via laptop, but that's all.",negative,service - digital
@JamesDelingpole @LloydsBank Nat West app and web are pretty good. Doesn't take too long to get through. Took two weeks to get printed statements from a year ago though.,negative,service - general
@JamesDelingpole @LloydsBank First Direct. You can talk to a real person and they pick up very  quickly.,positive,service - general
"@JamesDelingpole @LloydsBank I was with Lloyds, then switched to Nationwide. Happy with their security protocol. Feels secure, without having to jump through a dozen hoops ðŸ™‚",positive,service - general
"@JamesDelingpole @LloydsBank Not Barclays, I just got rinsed with them, fradulaent activity to the tune of 750 quid, multiple occasions, and because I was at sea, and unable to call them, they think its not legit..",negative,fraud
@santanderukhelp I've seen this switch offer: https://t.co/HlRvTMZQFh. The account I'm switching already has 2 direct debits setup. Will that be enough or do NEW direct debits need to be set up? Thanks,neutral,inquiry
@santanderukhelp It was 0800 4148 414 about a power of attorney question,neutral,inquiry
@Trules20 @NatWest_Help Complain to financial ombudsman https://t.co/O6EaqqY3xf,negative,service - general
"In the absence of a @monzo credit card, is there a good modern one out there people would recommend? I only need it to have one for things like deposit holds...",neutral,inquiry
"@SamLowryEsq @JamesDelingpole @LloydsBank Everything is being geared to make us more and more reliant on technology. When cyber polygon hits for real, the average smartphone junkie won't know what to do. I recommend keeping a stash of cash that can still be used at farm shops etc.",negative,service - digital
@PoppyWi39492197 @NatWest_Help Complain to financial ombudsman https://t.co/O6EaqqY3xf,negative,service - general
@linzpope @NatWest_Help Complain to financial ombudsman https://t.co/O6EaqqY3xf,negative,service - general
"@JamesDelingpole @LloydsBank Starling - theyâ€™re fantastic 
@StarlingBank",positive,general
@RevolutApp is there a problem with the app at the moment? Trying to log in but the app is just hanging,negative,service - digital
"The @guardianeco totally ignoring @BarclaysUK record profits, associated with its climate genocidal investments in fossil fuels.
@TTTMediaXR @moveyourmoneyuk @countcaspargh https://t.co/Y7SfdF46RM",negative,activism
"Hi @NatWest_Help  !
Can you help me please? Been going round in circles and getting nowhere with the â€œmessage meâ€ facility on the App for nearly 3 hours. Thanks ðŸ˜Š",negative,service - digital
@floradora99 @CooperativeBank Someone answered after waiting 1 hour and 20 mins. Thatâ€™s ridiculous isnâ€™t it?,negative,service - digital
@DonnachadhMc @BarclaysUK @moveyourmoneyuk @money_rebellion @SLunnon1 Should not the energy sectors be nationalized to prevent the worst of Russian induced inflation?,negative,activism
@canibalgordo @JamesDelingpole @LloydsBank Monzo only good if you have another main account as a couple of times Iâ€™ve gone to pay for groceries and itâ€™s just refused my card (not because I was overdrawn mind).,negative,service - general
@NatWest_Help Have messaged you,neutral,inquiry
"@LloydsBank What a load of shit Lloyds Bank keep wasting their money on these adverts claiming they are by your side but will not lend money to businesses.
Stopped lending since 2008 banking crisis",negative,service - general
"Hey @RevolutApp Iâ€™m locked out of my account after changing phone and nothing seems to work, is it possible to get some support? Thanks",negative,service - general
@santanderukhelp I was recently yes,neutral,inquiry
@santanderukhelp Iâ€™ve already waited 20 minutes before speaking to someone who transferred me to wait again.,negative,service - general
@HotelLubyanka @JamesDelingpole @LloydsBank @santanderuk I'm using Wise. Really convenient.,neutral,general
@JamesDelingpole @LloydsBank Nationwide are great! App so easy and quick,positive,general
"@JamesDelingpole @LloydsBank Corbett Report is an interesting one today! 
What to do with your money, we need to start thinking now before itâ€™s too late. 

https://t.co/wX5EBl8ex1",negative,activism
@santanderukhelp Lost the will i think 45mins is more than enough time to answer.,negative,service - general
@Krisp06 @JamesDelingpole @LloydsBank Except when the mobile coverage is too poor to receive it. The it is not.,negative,general
"Customer Service Consultant, @HSBC_UK in #Chippenham

Info/Apply: https://t.co/Kkn5oW8RlL

#WorkInWilts #CustomerServiceJobs https://t.co/hJSUDw8GBa",neutral,general
@JamesDelingpole @LloydsBank not Barclays,negative,general
@RevolutApp I got a problem with my phone number I can't go on my account,negative,service - digital
@Thats_hat @NatWest_Help Thank you! Thai is very useful info!,positive,general
@shutcake @MahmudNawaz @LloydsBank @MidYorkshireNHS @WYpartnership @davidfmelia @CMcKenna_1 Congratulations @MahmudNawaz,positive,general
"@BenW2London @HolbacheRd @JamesDelingpole @LloydsBank The aristocrat who banks at Coutts,
The aristocrat who cleans your boots,
They all shall equal be!",positive,general
"@HSBC @HSBC_UK your TV advert about Borders, seeing across Borders and seeing opportunity everywhere. 

Not very appropriate at the moment 
#hsbc #Borders #UkraineRussia",negative,activism
@santanderuk @santanderukhelp we are a grassroots football team in Coatbridge and desperately trying to open a bank account &amp; been declined because our constitution. You wonâ€™t tell us what the issue is with the constitution. This constitution has been approved by @ScottishFA!,negative,service - general
@RevolutApp where are our Damn #sgb https://t.co/isb16C28Ti,negative,crpyto
@JamesDelingpole @LloydsBank Starling,neutral,general
@JoWebb05 @shutcake @LloydsBank @MidYorkshireNHS @WYpartnership @davidfmelia @CMcKenna_1 Thank you @JoWebb05 ðŸ™,positive,general
@JamesDelingpole @LloydsBank Donetsk is supposed to be good ðŸ‘,negative,activism
@RBS_Help Didnâ€™t even tag Amazon in it and theyâ€™ve responded with a much more helpful response than you! Jokes. The world is bad enough without putting poor people into more poverty. Funny that NatWest used to stop this before it even happened. Arenâ€™t you both the same?,negative,service - general
@HSBC_UK I just went onto my HSBC banking log on page and it looks different? Is this suspicious?,negative,service - digital
@accountingetc @JamesDelingpole @LloydsBank O second HSBC. Just been advised that how I move my mouse will be my bio identity check as I refuse to use their app. I mean WTF?,negative,service - digital
"@santanderukhelp That's it? I know that's a number. I've been a Santander customer for decades.The number I called is also a Santander number is it not? Or is it not? As I said, disgusting.",negative,service - general
@JamesDelingpole @LloydsBank Starling Bank are excellent. Online only and when I go abroad I get a good exchange rate with no fees.,positive,general
@RevolutApp I urgently need to speak to to someone to assist me with this!,negative,service - general
Not sure if the @HSBC_UK advert about looking beyond borders and seeing opportunities or whatever is a good idea at the moment,negative,activism
@NatWest_Help Will you be a wealth manager after the RV?,neutral,general
"@RevolutApp @ParomaSpeaks 
""Next payday I will delete this app as we have waited long for the app to launch and be functional in India."" https://t.co/lOphxwCyEn",negative,general
"@motherofhope74 @DalfUnisol @JamesDelingpole @LloydsBank What the fuck?!

That's disgraceful. But I don't know why I'm shocked...",negative,general
"@RevolutApp @ParomaSpeaks @ParomaSpeaks is your CEO India division..
If your company is not in India. Why appoint a CEO..why do you collect data. Restrict the app download in India.
#RevolutIndia #Revolut #fraud",negative,general
This is a cool feature on @monzo I can request the money due to be paid to me a few days early https://t.co/l3wMpDnyIM,positive,service - general
"@Drystonesonnet @JamesDelingpole @LloydsBank NatWest and RBS flag up all my transactions if I buy crypto, tried to buy a present for my son for couple hundred quid they blocked it.",negative,crpyto
@BaxterBasics @JamesDelingpole @LloydsBank Revolut I mean,neutral,general
@RevolutApp Yes Agnes was the agent but has disappeared as soon as I said I wanted to close my account ðŸ¤¬,negative,service - general
@HotelLubyanka @JamesDelingpole @LloydsBank Big supporters of BLM though. And woke beyond belief.,negative,activism
@monzo Thanks for the free card,positive,service - general
@accountingetc @JamesDelingpole @LloydsBank HSBC have close ties with WEF. They say they are about to start recording 'biometric data'. I'm closing the account.,negative,service - general
@monzo This is a very silly thing to post as people might read the headline without reading the article and conclude they shouldn't get a Monzo account.,negative,service - general
"@Sarah_maranta @Drystonesonnet @JamesDelingpole @LloydsBank Theyâ€™re absolute cunts got Lloyds account closed over crypto before, the letter saying Iâ€™m banned from Lloyds group as a whole so thatâ€™s Lloyds rbs Halifax and nat west",negative,crpyto
"@LloydsBank your telephone system wonâ€™t work with the Australian Telstra service. 
When will this be fixed? 
Itâ€™s really frustrating that I canâ€™t reset my banking details!!!!Also thereâ€™s no contact E-mail address - would rather make complaint by E-mail",negative,service - general
"@JamesDelingpole @LloydsBank Watch out for CBDCs, they are infinitely programmable, CBDCs are less like 'money' which is tradeable for anything and more like a 'coupon' tradeable for only specific goods that govt has deemed suitable for you.
Just don't disagree with the govt,  you'll get nothing at all ðŸ˜‰",negative,crpyto
"@JamesDelingpole @LloydsBank Monzo. Brilliant stuff. I moved from Lloyds two months ago - cheaper, easier and quicker. ðŸ‘",positive,general
@BarclaysUK So you can listen to the messages on the Barclays telephone banking services and struggle to talk to a human.  Bloody disgraceful.,negative,service - general
"@JamesDelingpole @LloydsBank I transferred 3 separate amounts of cash to my son.  While waiting for my card to come to me,  I could use his card.  My internet banking froze and my sons card and banking went down. 
Wouldnt mind it was a total of 150quid..",negative,service - general
@JamesDelingpole @LloydsBank Revolut,positive,general
"@JamesDelingpole @LloydsBank Dear James, please tell me Iâ€™m not the only grown-up with a black horse piggy bank you got the day you opened your account?",positive,general
@JamesDelingpole @LloydsBank I use Monzo,positive,general
@JamesDelingpole @LloydsBank Go local,positive,general
"@LloydsBank Hi Colin, currently in the USA, is this still the same number to phone or is there an alternative for me to phone ?",neutral,inquiry
@JamesDelingpole @LloydsBank @StarlingBank are friendly. But ideally get on Zero fiat - #Bitcoin + @bitrefill,positive,crpyto
