text,sentiment,label
"@HalifaxBank Hello! Going to Vegas - what would be best option for spending money? UK visa debit card, UK mastercard credit card (both halifax) or good old fashioned cash....",neutral,service - general
"@emmski78 @CooperativeBank Wow yes, I hope they’re offering some kind of recompense for your time 😵",negative,service - general
"So far, we’ve spent 7.5 hours on the phone to @HSBC_UK trying to find an international transfer they’ve lost. 

We’ve got absolutely nowhere. 

Utterly shambolic. https://t.co/SNpX4rGja8",negative,service - general
@JamesDelingpole @LloydsBank We have all been there.,neutral,general
@santanderukhelp I’ve already waited 20 minutes before speaking to someone who transferred me to wait again.,negative,service - general
@Kevin74436466 @TheHBwrites @JamesDelingpole @LloydsBank I think that is a very fair assessment and agree with you.,neutral,general
@santanderukhelp I am a select customer and been on hold for 25 mins to the fraud team. Unacceptable!,negative,fraud
"@croncobaurul @RevolutApp Because the CEO is Russian, really? 🤦🏻‍♀️",negative,activism
@LloydsBank Are white men allowed to bank with you?,negative,general
"@JamesDelingpole @LloydsBank Get on-board with @Tap_Fintech, purchase are passing as personal deposit on your dedicated personal account and only your name is visible they wont see that its a crypto purchase. Never had an issues with my bank ever since, a serious upgrade of my time.",neutral,investors
"@BenW2London @HolbacheRd @JamesDelingpole @LloydsBank The aristocrat who banks at Coutts,
The aristocrat who cleans your boots,
They all shall equal be!",neutral,general
@JamesDelingpole @LloydsBank I think they are all obsessed with security,negative,general
@RevolutApp Done,neutral,general
"@CriticlTh1nk3r @FrancisMcalpine @JamesDelingpole @LloydsBank Yes, but will they want James' money...does he stand up for mutual values?",neutral,general
@CommunityFlare @RevolutApp time to keep up with the Jones,neutral,general
"@JamesDelingpole @LloydsBank My son has been with the bank of Mum and Dad for over 30 years, swears by them",negative,general
@RevolutApp I urgently need to speak to to someone to assist me with this!,negative,service - general
"@Drystonesonnet @JamesDelingpole @LloydsBank NatWest and RBS flag up all my transactions if I buy crypto, tried to buy a present for my son for couple hundred quid they blocked it.",negative,crpyto
@BaxterBasics @JamesDelingpole @LloydsBank Revolut I mean,neutral,general
"@RevolutApp Hi I have tried closing my account and it will not let me.I have tried your online message service but no one reply’s,what a surprise",negative,service - general
@JamesDelingpole @LloydsBank Get an offshore account in either IOM or Channel Islands (IOM better) all legal and secure.,neutral,general
@JamesDelingpole @LloydsBank Barclays,neutral,general
Kudos @monzo for replacing my stolen card in less than 48 hours but a big 🖕🏼to the person who stole it and went to Lidl on Tottenham Court Road,negative,fraud
@JamesDelingpole @LloydsBank Nationwide,neutral,general
"@JamesDelingpole @LloydsBank He was a great rapper in his time, but it’s time to move on.",neutral,general
"@iamdark1988 @BarclaysUK @Barclays Hi Aaron, thank you for your query today. Can I just check if you are still part of Blue Rewards or Avios Rewards? Do you still live in the UK too? Leigh https://t.co/ROMuyG9IAf",neutral,service - general
@JamesDelingpole @LloydsBank TSB..works ok,neutral,general
@AtifRiazRja @RevolutApp Inbox me directly for help,neutral,general
@RevolutApp Closing my account due to the invasion on Ukraine. Shame on you…,negative,activism
"@RevolutApp Hi, did you removed the option to create a crypto wallet? Now when I try to open a wallet it’s only available in fiat currency and gold/silver. No crypto?",negative,crpyto
"@StarlingBank why is your collection closed?

I want access to my money and you shitbags won't let me get to it even though it shows in your app

I wish I had never opened an account with your shitbags",negative,service - general
@RevolutApp Done,neutral,general
"@santanderukhelp I spoke to one of your managers who told me we were declined because our constitution but won’t tell me what the issue is with the constitution. We just want to open a bank account, surely you want to help us?",negative,service - general
"@santanderukhelp they come up on bankin as out now but account still saying pending ....

and i wanna no are you charging me still ???",negative,service - general
"If you want a UK bank that works for you then you should definitely read this article on @StarlingBank #personalfinance #bestukbank 

https://t.co/LmpGltC28C",positive,service - general
"@JamesDelingpole @LloydsBank @firstdirect 
I’m taking @LloydsBank to the ombudsman, after 46 years with them.
They have imposed a monthly fee on a free for life account.
I’ve has it since ‘86 but they now decide they’re not sticking to that promise.
I had a guy call me ‘’ Mate ‘’ when I called a while back!",negative,service - general
@LloydsBank you keep declining a payment that I've got money in my bank for ??,negative,service - general
If you have @RevolutApp you can donate directly to the Ukrainian red cross. Takes less than 20 seconds. 100% of the donation goes to the Red Cross. 💙💛,neutral,activism
"@RevolutApp it’s not “crisis in Ukraine”

it’s “war in Ukraine” 

#UkraineWar 
#callitbyitsname https://t.co/zduxGUO0xt",negative,activism
"@ArchangelRinre @LloydsBank I'll Advise you reach out to *dantechs55*
On Instagram,
He was the one that help me out
I was also having similar issues",negative,general
@RevolutApp now say they’re waiving transfer fees to Ukraine. Well done https://t.co/pkbcxyx67b,positive,activism
"@santanderukhelp Card didn't arrive.
No time or position to call today.
I was unable to buy food yesterday. Please fix this.",negative,service - general
"@santanderukhelp been on hold for an hour to get cut off, rang back on hold another 35 mins and cut off again! need to speak to the security team asap",negative,service - general
@monzo you might want to give a nudge to your InfoSec team about monzosecurity dot com the domain is being used for a smishing campaign. Also look at Monzo Bank in twitter,neutral,fraud
"Hi @santanderukhelp , we requested new debit cards as one got lost, my husband has received his but I haven’t received mine, what should I do please ?",negative,service - general
@monzo I'd just like my new card that was meant to arrive on Monday as I'm moving house next week...,negative,service - general
@HalifaxBank Can buy I things online,neutral,inquiry
"Targeting growth as its “core focus”, @LloydsBank will spend around two-thirds of the £3bn earmarked for strategic investment over the next three years on diversifying revenue.

https://t.co/EDpZCdHhEr",positive,investors
@LloydsBank Many thanks for responding my invalid train tickets I spent 200 pounds trying to get home when the tickets weren't working so I need all that money refunded. They kept questioning me like I committed a crime and refused to help me,negative,service - general
@monzo Yes I have and I’ve never got any further than them keep asking me for photo ID or photo with my ID which I have done at least six times now,negative,service - general
@JamesDelingpole @LloydsBank Did i say Monzo?,neutral,general
@StarlingBank Hey Starling. Are you international payments working at the moment? I’d like to pay a U.S. bank account within the app but it says international payments not available. Is that correct?,negative,service - general
"@NatWest_Help it wasn't a good idea to block my card as I tried to pay for a NYC cab late last night. Had to pay the driver three times the amount in £s to leave without the police getting involved, not safe or acceptable service for your customers.",negative,fraud
@santanderukhelp I can’t just stick to phone for hours and hours,negative,service - general
@NatWest_Help ignoring me again then,negative,service - general
Has anybody ever managed to deposit a cheque into @RBS_Help using the app?Its a dam near impossibility.Just spent 45 mins trying to line it up both front and blank back to be told it cant be done right now. You would think with all the numbers and barcodes on the cheque it’d easy,negative,service - digital
@RevolutApp When are you coming to Hong Kong?,neutral,inquiry
"Ok, #FinTech people - is @RevolutApp tied to Russia?",negative,activism
"@tranhelen @BankMercury I've had really good experiences with @monzo in the UK, and I believe they launched in the US or are in the process of.",positive,general
@GardenerSpike @JamesDelingpole @LloydsBank I’m thinking of moving my savings from Barclays to either Leeds building society or Yorkshire building society…I’ve got some physical pms and a small coinbase acc…but who knows what’s best?…,negative,crpyto
"@LloydsBank look how long I need just to get to CS, and still waiting as I tweeting https://t.co/IPzibHc9x5",negative,service - general
"@HalifaxBank It just says ""there is a problem please try again"" happened on two laptops and cleared cookies as well. Thanks",negative,service - digital
@mountvi1 @Morrisons @NatWest_Help Cash is king Simon.,negative,general
"@srooteu @bechillcomedian @RevolutApp But there’s also right to be forgotten, etc. If they’re blocking access to their privacy officer, etc.... Not a lawyer or anything, my understanding is regulators generally look poorly upon things when it’s so clearly not being done in good faith.",negative,fraud
"@HSBC_UK And more importantly, when you hitting up Sheffield @domwhiting ?",neutral,service - general
@efgbricklayer @melspence2 @lspcrendering @JoanneRossouw @mickmor16921994 @CB69513469 @ixshopping @BarclaysUK @BankConfidenti1 @Nat_Worst @stevemiddi1 @Hercules_12th @HeenanGray @ConcernedInsid1 @Ian_Fraser @BankSigForgeCam @smepathfinder @CllrSebLeslie Happy to use that instead of the wafers Clive ;),neutral,general
"#MeettheExhibitors
#EalingBizExpo2022

The #EalingBroadway branch of @BarclaysUK has stepped up its participation in #EalingBizExpo from visitor to exhibitor in 2022, and we are looking forward to some more business inspiration from them

Exhibitor info 👉https://t.co/YUFjingbzm https://t.co/bJdhmm1loL",positive,investors
@RevolutApp Create a donation option for Ukraine,negative,activism
"@RevolutApp  you said 1 day International #money #transfer then 5 business days. As it did not happen, you went quite and still won’t even refund. Why are you holding the funds? You started an initiative to raise for Ukraine but you ignore your customer’s small issue. Why? https://t.co/HzJT8Yj4Uz",negative,service - general
@RevolutApp Hey can you send me a dm,negative,service - digital
"@LT_IR @fipsyfip @CashApp @RevolutApp I really need a cyber sugar babe to spoiled with my wealth endlessly,dm with your CASHTAG,PAYPAL,VENMO AND APPLE PAY  for your allowance. RN +1 (385) 777-8062 ❤️💸",neutral,general
@NatWest_Help Android app is giving an error on opening 'something went wrong'. ETA on a fix?,negative,service - digital
"Amazing Week of Action by @XRShef. It can't be said enough - we are in a #ClimateCrisis &amp; @BarclaysUK must stop investing £Billions in #FossilFuels. #ActNow for all our future @XRSambauk 
@ShefClimateNews @shftelegraph @DouglasJSheff @JuliaAArmstrong 
#BetterWithoutBarclays https://t.co/94iQUtsiMp",negative,activism
"@LloydsBank Thanks, yes, I've submitted a DSAR now. My complaints reference (with Halifax) is 16805848.",negative,
@lspcrendering @JoanneRossouw @mickmor16921994 @CB69513469 @ixshopping @BarclaysUK @BankConfidenti1 @Nat_Worst @stevemiddi1 @Hercules_12th @efgbricklayer @HeenanGray @ConcernedInsid1 @Ian_Fraser @BankSigForgeCam @smepathfinder @CllrSebLeslie It’s shocking mate. Especially when you realise these aren’t isolated incidents but pretty much examples of standard practice. There must be thousands of these out there the banks and regulator and NCA/SFO/CoLP are covering up and refusing to deal with.,neutral,activism
"@RevolutApp not sure you´ve waived trasfer fees to this UA accounts

https://t.co/SuTU4obA4I",negative,service - general
"@santanderukhelp Thanks for your reply, but my address has changed so I didn't receive the card, can you re-mail the card to my new address",negative,service - general
@HalifaxBank hi I closed my credit card account the person on the phone said it would be closed immediately but its still showing when u log in to my online account is this right?,negative,service - general
@RevolutApp hi I am having issues logging into your account,negative,service - digital
@santanderukhelp Sorry if this is a stupid question but would a reference agency be something like Experian? Thank you for all your advice!,neutral,service - general
"@jadesharp1992 @NatWest_Help Mines still not working today and now others are having same issue, I think it's got to be an app issue.",negative,service - digital
"@santanderuk @Barclays @HSBC_UK @lloyds Do you allow your customers to change their Bank Account ""nicknames"" either via online/in-person etc? And if so, do you have some sort of MFA, controls in place to limit potential fraud? NatWest haven't for c.last 2yrs b'coz of fraud risk🙄",negative,service - digital
"@StarlingBank @StarlingBank blocked my legitimate purchase of Cryptocurrency. When I have asked for the resctriction amount and the policy this was the response. Essentially they are saying ""we can't tell you how much of your own money you can spend"". This is against FCA. No policy. Absurd. https://t.co/XdXtSuqXuu",negative,crpyto
@HSBC_UK why have you block my sports team business account for no reason?? No contact from the bank and no options to speak to someone!,negative,service - general
@BarclaysUK can you dm me please,neutral,inquiry
@LloydsBank why have all my faster payment contact details been wiped from my payee list???? #veryannoying,negative,service - general
"@santanderukhelp No, I received 2 texts to ask me whether I was trying to make a transaction, but first blocking the transaction.  Not helpful at the check in queue.  Had to use alternative means of payment that may cost me",negative,fraud
@santanderukhelp I have repeatedly been told (this is for a business account) that this is no longer necessary and my pin number is all I would need for verification.  This has been the case for several years.,negative,service - digital
"Watching @All4's fine Moors Murders docs. Not sure what's more harrowing--those or having to see the @HalifaxBank ad with @oasis's shee-iite rip-off of @MottTheHoople's classic All the Young Dudes every ad break. Oh, #Manchester--so much to answer for. https://t.co/pvYC7Hbw00",negative,general
@crowder_susie @RevolutApp @ukr They just need to sort out their privacy issues next… https://t.co/aoreW3RkIP,negative,service - digital
Could @HSBC_UK (@HSBC) please tell me what the interest rates rise on savings accounts will be and on which accounts. (Don’t tell me their not it’s been confirmed as it’s been said on the official twitter and ‘chat with us’ in the app). 1st March I believe?,neutral,service - general
@clairemcrich @RevolutApp Try contacting mystichacked06 on Instagram for help,neutral,service - general
"@StarlingBank I just bought this business and need to open a business account, what documents you need",neutral,service - general
"Hey @RevolutApp 
As you have lots of cash from Gazprom, you don't need mine. Account closed!

Fuck putin
Fuck revolut

#IdiNaChuj",negative,activism
"@LloydsBank Hi, I’ve just settled my car finance early which was with you guys. How long until this will show on Experian so I can re-apply with you guys for another vehicle. Thanks",negative,service - general
@LloydsBank Kindly support and show some love for Ukraine 🇺🇦 https://t.co/5PYGtuUJOJ,neutral,activism
@monzo I made a payment to @WorldRemit on Friday that didn't go through yet I was still charged. They say they reversed the payment yet I haven't been refunded. I submitted a dispute to you with screenshots of the confirmation re refund and it wasn't accepted. Please help.,negative,service - general
They didn’t help me like you said @RevolutApp in fact they the exact opposite of what you said in the DMs and ZEROOOO information we spoke about was private or sensitive like you said either LOL REVOLUT  IS A SCAMMM!!!!!! @FTC @10TV,negative,service - general
@NatWest_Help .. big thanks to staff at Sittingbourne on  Friday. Really appeeciated their help 1😁😁😁,positive,service - general
"A friendly reminder that @RevolutApp is funded by DST Global owned by Russian oligarch Yuri Milner. One of the main investors in this fund is Gazprom Invest. Bye-bye, Russian wankers. https://t.co/fd8bXLmDWe",negative,activism
@HalifaxBank Are you sure? https://t.co/BeaDOJVyBo,negative,general
@monzo anyone out there????? I’ve reinstalled app and even completely reset my phone. My link still not working. The only people who can pay me are those with Monzo ac - folk have to manually enter ac details which I thought was completely counter to the #Monzo principle. https://t.co/Oi6POXc6jh,negative,service - general
@NatWest_Help Can only GWR help with updating the number on this PayIt link or can you support here? https://t.co/ldpBf0FHlR,neutral,service - digital
,,
@Digital_Magss @RevolutApp @RevolutInsider Because their system deemed a transfer to National Bank of Ukraine as “suspicious” https://t.co/gXUE0Hz2Wp,,
Is @RevolutApp sanctioned,,
@RevolutApp I’ve been waiting for a live agent for 45 minutes…,,
@RevolutApp disgusting I’ve been locked out of my account for nearly 2 weeks. no access to my money whilst in a foreign country and blatantly ignored by the live chat for days. still manage to take my premium plan fee though 🥴,,
"I’ve just made a donation to @BritishRedCross using @RevolutApp but NO UK GIFT AID WAS CLAIMED which would add 25% to my donation!! Revolut claim they’ve had £600k+ donations from customers, but this means RedCross lost out on £150k+ GiftAid. Please DO NOT donate via Revolut 🙏",,
@_zackwu @RevolutApp It will. Thank you so much for giving and also spreading the word. ♥️,,
@HalifaxBank Yes I have Dm you,,
"@topazisere @ELSL96 @AskNationwide Yup. Been with em years, Its almost as if they don't realise payday is coming for millions of people, takes them by surprise every month.

But can't keep going through this stress every month. Time to change. @RevolutApp will be getting my salary now.",,
"@FoxFly11 @Realshifte @StarlingBank @LiamHalligan It turns out what I thought was a decent bank screwed me over night restricting access to my funds apparently for my safety , im not a child I didn’t ask for safe guarding they are on a money grab",,
@santanderukhelp I need an emergency overdraft just for 15days,,
@santanderukhelp I have applied before and been turnd down just wanted a short term solution,,
"@santanderukhelp @santanderuk 
You have deactivated my credit card (brand new not used yet) locked m out of my account, by doing so stranded me abroad and the only thing you can do is send stuff out in the post to a country I'm not in WTF!!!!!",,
"@RevolutApp My bank was frozen at the weekend and I couldn't seem to get anyone to listen, this morning my account was back up and running after a routine review. I guess it really is just to protect us and them. Thanks",,
"Just noticed this interesting (to me) cookie popup on the @HSBC_UK website. Why is it interesting?

Because, unlike pretty much every one of these things I've come across previously, the ""Accept all cookies"" action button *isn't* the one that has the strongest visual presence. https://t.co/gQXS88Mv3O",,
"Join @BarclaysUK @ZHA_News @EnvacUK @EnfieldCouncil @UKGBC @haringeycouncil @pegasusgroup @StaffordshireCC @EnergySysCat @vestrefurniture @GFI_green to discover, discuss and implement the most innovative and effective carbon reduction schemes. Register  &gt; https://t.co/CLsNywCzuM https://t.co/VsSk8a0vBG",,
"@santanderukhelp hi there, i’m trying to make an online purchase with my mastercArd debit card but it keeps getting rejected. The long number and security code are correct and i have money in my account as well",,
"@RBS_Help @GoldmanSachs @CoventryBS : Just 3 organisations who refuse to increase savings rates even though the BoE  increased rates 2x! This amounts to outright theft from savers! Had rates gone down, savers would have seen cuts immediately. What’s going on?",,
"@TSB 
I have just had £130.77 taken from my TSB account to pay the standing order on my electricity.
The problem is that the account is not now supplying electricity, the account has been taken over by BG.",,
"@monzo are saying that there's no record of any incoming payments to our account, DWP are saying they've sent the payment what the hell is going on",,
"@NatWest_Help trying to pay my holiday off this morning through membership benefits, payments will not authorise is there an issue with the website?",,
"If you want to do something to help the people of Ukraine, you can donate to the @irishredcross on @RevolutApp. https://t.co/el8TdYxUCl",,
"@RevolutApp Hello, I'd like to open an account from Turkey. I'm going to reffer to couple of my friends and bump myself to the top of the queue. How long would I have to wait after that? Thanks.",,
Who’s shit idea was it to update the barclays blue rewards then @BarclaysUK,,
@HalifaxBank hi! I’ve set up a direct debit to pay for my credit card that I opened in January 2022 - the first DD I had set up to come out in Feb but I can’t see it on my bank or on my account. Is there a way to check that the DD has been set up and will come out before (cont.),,
"@HalifaxBank Morning, seem to have trouble making payments through your app and accessing account history today.  Is there an issue? I am overseas - would that make a difference?",,
"Business confidence bounced back to its highest level in five months (up five points to 44%), moving further ahead of the long-term average (28%), according to the latest @LloydsBank Business Barometer. 

Read 👉 https://t.co/Wf62TtYPoz

#startupnews https://t.co/3t0e2RaLB8",,
"Hey @NatWest_Help, @AskNationwide have an issue with their payments AGAIN. Will you charge me/will it negatively impact my credit file if my NW mortgage payment doesn’t go out as scheduled due to this problem?",,
"@dark_phantasy_ @santanderukhelp hello my friend i can suggest you a few books don't worry love always wins
https://t.co/G1R9edyVl3
https://t.co/K8J7Kq18AU
https://t.co/YjxR6YMFUb
https://t.co/Q6A9iUlSVW
https://t.co/ge3PNrdsMR",,
"@rhodgsonx @HalifaxBank Hello, multi factor authentication is standard practice that is used by many banks and payment services employed by the borough. It may be you have not been prompted before but it is not a new system. If you have issues then I would suggest speaking with your bank.",,
@StarlingBank @StarlingBank it’s almost a month now and you are holding on to my hard earned money ! After I have provided you with everything you asked for ! What sort of cruelty and wickedness is this all in the name of being a regulated bank ?,,
"@RBS_Help This is useless. 
One hour between every message. 

4 days later and I’m still trying to do this. A problem I’ve never had with any other card provider https://t.co/uMRZf3apOO",,
@CooperativeBank That's a laugh. You sent me out a new card in Jan. It never arrived. God knows where it is now because you don't track your post. Then your Web agent lied through their teeth about it. Do not trust these shysters.,,
"@HalifaxBank Thank you, will give them a call ☺️",,
"@TakeFive @CooperativeBank You should include yourself as scanners, effectively. You supposedly sent me a new debit card which never arrived. We don't know where it is now. Any crook could have got hold of it. Then you lied to me about it (see internal emails). Terrible data management!",,
"@HSBC_UK Thank you, I have just seen it.",,
"@HSBC_UK hi, I'm looking for a new bank to hold my wages. @AskNationwide  aren't very good and won't let anyone have any money transferred to them this morning. Do you keep in touch with you're customers better than they do?",,
"@Deeks_Geek @RevolutApp Maybe they could answer specific to your needs but for me, the SA bank took money off, not Revolut.",,
"@santanderukhelp Hi, I'm trying to stop an accidental transfer. I made this morning holding on to the select line for over 30 minutes now. Please can you help urgently",,
"@Massive_conk @NatWest_Help Wow, mate I am so sorry you’ve had to go through this. What an absolute shit show of an effort here! @NatWest_Help take a moment to reflect on what you are doing here and change it! #disgusting",,
@NatWest_Help @RBS_Help I hour 30 minutes and got cut off. He also sent a message via the website and no one has got back to him.,,
"💬 @StarlingBank Portrait Series – @brownppackages: Passionate about being compassionate🤩

In this series, we’ll be shining a light on Great British entrepreneurs who are pioneers of change. Our next entrepreneur is Helen O’Callaghan!

Find out more here: https://t.co/ijlpsePscF https://t.co/E9x8xdBszk",,
@AskNationwide @BarclaysUK @HSBC_UK @NatWest_Help Potential new customer here!  How quickly can I get my current accounts and savings transferred over to you?,,
Delighted to see that ⁦@RevolutApp⁩ seems to have raised close to £500k for Red Cross Ukraine appeal in last 3 days. If you're a Revolut customer hit hub/donations/RedCross https://t.co/dDRQe4JvzB,,
"Big transfer news today as I've moved from @AskNationwide to @NatWest_Help. Love the Nationwide boys, will always check their results but these outages every month have killed me. Thanks to NatWest for a speedy resolution to the talks. Can't wait to get going now. #LovedMyTime",,
@allankellynet @HSBC_UK @RevolutApp ollow me Dm me private 😋😋😋🍆🍆,,
"The new @LloydsBank ad, filmed in @BurgessPk.
https://t.co/9xpMeLAuI1",,
@MartinGilbert83 @NStoronsky guys I've been waiting an almost a week for this resolution and not getting anywhere !!! I am getting a bot on chat explaining the same thing that someone will get back to me but no one is ? Has @RevolutApp having liquidity issues ? @ecb,,
@EMedne @s_j_kearney @RevolutApp It is entirely possible that Revolut has expenses associated with the exchange process of Ukrainian currency. Is there another app that provides an exchange of UAH for free?,,
@HSBC_UK - Getting system errors when logging into Mobile or Online Banking - is this a system-wide problem? or an account issue specific to me?,,
@santanderukhelp Not acceptable. An hour and a half and still to not get through to someone is just madness so still unresolved! Pathetic,,
"@EMedne @s_j_kearney @RevolutApp They waive off sending of payment fees, the currency exchange fee is a different matter.
Good luck!",,
An unknown number rings me asking for my security details for @CooperativeBank and @CooperativeBank doesn’t understand why that’s an issue to us as a business,,
@BarclaysUK You seriously need to improve your customer services in your chat room if you can’t get enough staff to answer phone calls.,,
"@HSBC_UK I have tried to make a payment to a new payee, it accepts all of payee details, and then shows a confirmation, but then says I have been locked out of this feature.  And then, it loses all the payee info and I have to enter it again. The agent said it was a ""glitch"", nothing else",,
@santanderukhelp Please I've set a standing order up for 9th march I think I've done it twice by mistake but it's not showing on my online banking,,
"@mrianbillings @LloydsBank 'Customer Service' @LloydsBank is a complete misnomer. They are incompetent, inept and ineffectual in the face of their stymied, technocratic, bureaucracy. Even if you reach them they fail to comm between Depts. So don't think that speaking with someone will necessarily help you?",,
"@LloydsBank Please can you reverse this absurd decision to ONLY send out hard copies of policy documentation? I'm now 30 minutes in to researching what the correct PHONE NUMBER is for my legal cover claim :( Not even email, in this day and age, is absurd.",,
"@TSB @Xero @tink Just spoke to your colleague on the phone. They have told me that it is NOT a TSB problem, it is a @xero problem. So how are your teams sill investigating the issue when I've been told it's nothing to do with you @TSB? @tink anything to add?",,
Had to go to @NatWest_Help in St Annes. It was a totally different experience today from a month ago. A complete customer service fail today. The staff member was just not hearing what I was telling them and was intent on getting me out the door.,,
"Still waiting at 48 minutes @santanderukhelp, @santanderukbiz , surely good business would be to offer to call me back rather enraging customers who need business support! https://t.co/uJtiIFrMz8",,
@HSBC_UK I have done so.,,
@BarclaysUK Maple syrup….the absolute 🐐 https://t.co/FP4oLFSbN5,,
"dear @monzo @CoinbaseSupport @coinbase @BBCNews @bbclaurak I ask please for help, the above cryptocurrencies companies have stolen my small amount of money from me. I ask please for any help. so incredibly depressed I feel and sad. I ask please for help",,
@RevolutApp Let’s not. Let’s keep it in public so everyone can see what’s going on,,
@helenmfaller @Barclays @BarclaysUK I truely do not care,,
@santanderukhelp I did apply earlier and used the wrong address and was declined (luckily) and then tried again with the correct one and was accepted. Could this be why? Even though it was originally declined?,,
@GeeDawg55975157 @RevolutApp Are you alive? Are you safe? Stay strong!,,
@HSBC_UK Or we could use the new mobile app if it actually didnt stop freezing! How many times do I have to uninstall and reinstall this new app??!!! Useless,,
"@RevolutApp Yes, they have been in touch with me from last 6 hours and still they aren’t able to trace the transfer itself.",,
"@Carrie_Behar @LloydsBank @BurgessPk There’s some digital enhancement going on, but you can just about make it out in places!",,
@HSBC_UK It’s been over 3 weeks @HSBC_UK….. Initially I felt bad for my cynicism but it seems your complaints resolution process functions as well as your customer service. Completely validates my decision. #SorryNotSorry,,
@santanderukhelp a reply would be nice ?,,
After over an hour on the phone to get my account unlocked and retrying a transaction as instructed my online bank account had been locked again! @HalifaxBank i can't keep spending over an hour of my time when things dont work! Can someone please arrange a callback?,,
"@RevolutApp If a revolut user (EEA legal resident) was in the Ukraine, would Revolut work?",,
@RevolutApp Hey #russian - yuck fou!,,
@LloydsBank do I need to tell you if I plan on using my card abroad?,,
"@santanderukhelp Thanks, contact times for this number?",,
@santanderukhelp so much for santander helping !,,
@RevolutApp @GharaMark @RevolutApp this has happened to me too it’s just disappeared from my account,,
@LloydsBank No it was my monthly payment for my credit card bill. The money has left my bank account and isn’t showing on my credit card account. I don’t want it to show as a missed payment,,
@santanderukhelp Are santander banks still operating in Scotland?,,
@TSB Can't dm you? So deaf mum shops online. Needs to update mobile number.  I try. Online banking doesn't register. I phone them twice. They guess. Doesn't work. I phone branch. Speak to Terry at Swansea.  He again suggests sending phone code. She can't hear. Please help.,,
So it’s been over 50 hours and @monzo still hasn’t vitrified my account 😩,,
@NatWest_Help I find your app based cheque deposit system infuriating. Can you inform me why I get this message after finally getting the app to recognise on the 10th picture? https://t.co/nf54i54UTg,,
"@PayPal @RevolutApp @transferwise  
@WesternUnion please shut down the aggressor, stop doing business with #Russia! Help end this war!",,
"@NatWest_Help Yes. I understand that. The question is why are they not increasing inline with the increase in base rates? I don't want a platitude, I would like an answer to my question.",,
You can now download profit and loss statements for share dealing on the @RevolutApp. A highly requested feature and just in time for the end of the tax year. 👌 https://t.co/7uGoLCYJRp,,
"@HalifaxBank I have over 100K invested with you guys and you've managed to take my 'investment' backwards! No other way of contacting you, speaking by phone to some drone doesn't interest me. How do I communicate with someone who can tell me why money has been lost?",,
"@santanderukhelp 
it’s nice to see the freeze card option is now available,but if one was to freeze a card how long would it be after one unfreezes it before you can actually use it?…..is it an instant restoration?",,
"@Jo_Jo7170 @CooperativeBank @ScottishPower Log a formal complaint about their DD error. As one of your resolution points insist on being put back in the fixed tariff and all intervening bills recalculated accordingly.
Contactus@scottishpower.co.uk
Subject: complaint (acc no)",,
@LloydsBank now in the phone wait time another 30 minutes awful service @LloydsBank #findanotherbank #customerexperience #worstbank,,
@santanderukhelp where? Do you think I am daft and have not done it? Are you sure u work for santander? there is no phone number and I spent 15 mins og my time already. This is of course deliberate not to display phone number,,
"@HSBC_UK

Stop it! 

Online banking.

This nonsense with having to accept cookies on each page, on every visit is tedious. I have saved my preference, now feed that back and let's stop being so needy.",,
@ro_jito @Lambo1985 @monzo Oh...I'd like to know too please I was going to close all my other accounts and just use them. Whats going on?,,
@Emma_UoDSportEd @Larn22267634 @SweetHoneyGem @AskNationwide @HalifaxBank Noticed they managed to take out their monthly fee leaving me in - cause I couldn't get payments in. 🙄,,
@RevolutApp Revolut alternative?,,
"@RevolutApp Revolut, I got text scammed and I have a lot of proof. But your chargeback team is trying to not give my money back. How can I complain about this? I'm trying to chat with many agents but they are all unhelpful.",,
@LloydsBank what is the best and cheapest way to use my current account in Abu Dhabi or should I take Dirhams before I ago?,,
@unusual_whales Wondering what @RevolutApp will do.,,
@ghobbs80 @NatWest_Help You’re  not the only one,,
"@NatWest_Help @rustybowow @UrquhartEli Absolutely Emma these things happen and are extremely rare, thank you for the update 🙂",,
"@RBS_Help Is the banking app down, I’ve downloaded latest version connected to internet but it’s not letting me log in",,
@RBS_Help is the app down? https://t.co/T6vqMQeOM0,,
"@johnellison @NatWest_Help Same here, I thought it was my signal",,
"@c0pper78 @RBS_Help Aw glad it's not just me 😅 thanks I'll keep trying, everytime it gets to verifying my mobile number it gives me the service message again 😩 I freaked out because I'd just woke up and thought I'd lost access to my account 😆",,
@johnellison @selfishunvaxxed @NatWest_Help Well that’s a lie. They have responded to multiple people. Problem is that hundreds of people come crying on Twitter and they can’t respond to them all.,,
@NatWest_Help why do you deliberately lie to your customers and pretend everything is ‘working normally’ when clearly it’s not true? https://t.co/YpqumjmUfU,,
"@johnellison @NatWest_Help Me too,on all the devices and with 2 different accounts.@NatWest_Help",,
"@NatWest_Help my app isn’t working, when I click on service help it states everything is working properly but I get this! Help! https://t.co/hp0mFyBHiy",,
"Was a customer for 17+ years through the fsb account, these past few years have been shocking and online banking still feels like 17yrs ago. @StarlingBank have been excellent for past 2 years, you seriously need to improve to keep your customers.",,
@NatWest_Help morning! Will you be putting a message on here when the app is back up and running? Save us all keep checking every half an hour.,,
@RBS_Help @colshie69 Mines not working either,,
