text,Target
@RevolutApp please enable direct donations to Ukraine in the app. It’s time for all of us to act and facilitate support against this horrible war.,0
"Amazing Week of Action by @XRShef. It can't be said enough - we are in a #ClimateCrisis &amp; @BarclaysUK must stop investing £Billions in #FossilFuels. #ActNow for all our future @XRSambauk 
@ShefClimateNews @shftelegraph @DouglasJSheff @JuliaAArmstrong 
#BetterWithoutBarclays https://t.co/94iQUtsiMp",0
"@LloydsBank Thanks, yes, I've submitted a DSAR now. My complaints reference (with Halifax) is 16805848.",0
"@HSBC_UK I have private messages you but for the benefit of other people who this may also impact, I have requested a reader for her more than once and nothing has happened!",0
"@gradcracker @GCUCareers @BarclaysUK Urgent News!
 
Impending global food crisis! 
An astonishing solution!
An introduction to the happiest place on earth! A place that is COVID-free and mask-free!""

https://t.co/frQ4leJLjJ",0
"@LloydsBank Thanks. I've already formally complained to Halifax over this and it's not going anywhere. GDPR requires you to provide all data held on individuals, regardless of whether they're a customer or not, all I think a DSAR is best here.",0
"@LloydsBank Oh I am glad the provider cut the call, otherwise I will still be on the phone until the date changes.",0
@santanderukhelp hi! i have a 1|2|3 graduate account and have an overdraft limit of £2000. i was just wondering how long this arranged interest-free overdraft lasts after graduation?,0
@RevolutApp  please help me . I am stranded your chat agent Tyson is not replying. I need money to buy https://t.co/c5SadFq18I have stopped my card and holding my moniee,0
@RevolutApp can someone help. No one is replying in your chat. I can't access my money.,0
"@Osvaldo03713212 @shibnobiarmy @elonmusk @Sayembabu24 @BitMartResearch @Free_Patriot76 @MoreshwarNagpu1 @ShinjaToken @RevolutApp @iamstevencooper @Antonio_Feraldo @Shib_nobi SHIBNOBI is great but it's already really big, I'm investing in @AncientInuToken it's going to be the next huge 1000X🕺🕺💎💎",0
"@StarlingBank blocked my legitimate purchase of Cryptocurrency. When I have asked for the resctriction amount and the policy this was the response. Essentially they are saying ""we can't tell you how much of your own money you can spend"". This is against FCA. No policy. Absurd. https://t.co/Qdi3hSDKtD",0
"@nerdontour @AionBank @RevolutApp I have a premium plan both and Revolut still has vastly better UX, but Aion has better:
- Investment options
- Savings accounts

It's a better option for the long-term options",0
"@santanderukhelp Flat801, Loder House, 2 Anderson Road, London SE3 9GX 
This is my new addr",0
@monzo A scam text I received that you might want to be aware of... https://t.co/LJE3Rz6ukr,0
"@CooperativeBank Sorted after another 30+ min waiting. Perfectly good service when you get to it. I think you need more people on phones, change the outgoing message to be honest about realistic answer time and how about a new tune?",0
@monzo Ok so they didn’t get my number from you? :),0
"@monzo Just a quick heads up. This happened today. Didn't click it.
#hacked #monzo #phishing #hack 
Stay safe and aware folks! ✌️👍 https://t.co/OwuEMzkKra",0
@santanderukhelp Thanks . that worked will do that from now on .thanks for quick response and help.🙂,1
@monzo - genuine?? What does it mean my session has expired??? https://t.co/gnMQHCc69e,0
@monzo hey. Is your email box viewed 24/7? I've emailed about being over 48 hours to get verification and not heard anything. Feeling let down at the mo. Not good start 😔.,0
"Hello @RBS_Help  and your director #JulieBBlunden - why don't you answer my letters about the closure of Childs Bank?     @jeffprestridge 
https://t.co/hwPaKgPYcH via @MailOnline",0
I’d prefer to chat here publicly. Thanks @RevolutApp,0
The latest The 3datawiseMONKEYS Daily! https://t.co/6yUFOhoQ8e Thanks to @cybraryIT @gp_pulipaka @RevolutApp #machinelearning #ai,0
"@LloydsBank Debit card online, I'm moving hotels transfers COVID test etc. I rang the only number I have, I also use the app.",0
@HalifaxBank Applied for a Clarity CC around 4 weeks ago. Received PIN 2 weeks ago but no card followed. I assume lost in post or some other error. What should I do?,0
@BarclaysUK can you dm me please,0
If you want to help the people in Ukraine you can donate to the @irishredcross on @RevolutApp. It takes seconds and can make a huge difference quickly to people on the ground. Loads of other well established charities also taking donations on their websites. https://t.co/9RvojRxlCb,1
"@santanderukhelp I need a specific receipt for a specific transaction. Just for the one. Where exactly on my online banki, been trying for an hour and best I could do I screenshot from a bigger statemen. My Nat West allows for individual receipts right after doing the transaction.",0
@RBS_Help @CoventryBS @GoldmanSachs @NatWest_Help : These organisations are among the trough swilling banks &amp; building societies who STILL refuse to increase interest on their savings accounts. It’s pure blatant greed &amp; amounts to stealing from their savers!,0
"@ScottMarkovits @ONEZEROBANK Until @ONEZEROBANK you can probably use @RevolutApp for all your personal needs, and @keese_io for your business needs",1
"@santanderukhelp FYI #Santander #CustomerService 

""I'm sorry for the eternal wait. Your time is worthless. We'll keep saying 'I'll call you back' but then never calling. Please stay on the line until the sun goes down, you fall asleep, and you have to shave again"" https://t.co/ACsATX6JxW",0
"@NatWest_Help Whilst you are here, I have a new debit card, contactless not working anywhere. It's switched from visa to MasterCard. Is this usual? It's failed so many places",0
"@RevolutApp ,can you tell me when are you gonna enable your services in Serbia.There has been an waiing list for ages now,please make your app available in Serbia.Thx in advance and hoping for a quick respons soon.",0
@santanderukhelp Yeah and there’s not. Is there an other option?,0
@santanderukhelp I have tried to make a debit card deposit to 2 different betting sites and both have been refused. Is there a generic problem or will it be specific to me and how can I get it resolved? I am abroad and tried phoning but can’t get a reply.,0
@EMedne @RevolutApp @RevolutInsider Wait. WHY did they block your card?!,0
"@StarlingBank I just bought this business and need to open a business account, what documents you need",0
@monzo It’s only been 24hr but it really shouldn’t take this long considering the minimum is time is 5 minutes,0
@LloydsBank can I open a treasurers account yet? Been waiting for months to be able to do so,0
Terrible customer service from @HSBC_UK. It has taken over 12 months for you to NOT add a staff member to our mandate. Every time we follow your instructions you tell us we have done the wrong thing and you can’t help. So unhelpful.,0
@HalifaxBank for days I've been unable to access to app as it crashes continuously. Do you have reported issues ongoing?,0
@santanderukhelp Thank you,1
"@santanderukhelp That’s unreal, it’s 2022 and you need to book an appointment to open an account for your child in a bank that u already have an account 🤷‍♂️. Surely it can be done over the counter??",0
I made the mistake booking a lounge access with @RevolutApp at 28e to discover in fact it was cheaper to buy it at the desk… never again! https://t.co/cKJ9LeitgU,0
@NatWest_Help I can't take screenshots in the banking app!,0
@moominmaxi @gediminas_sum @perdz4ever @RevolutApp It is true. The more they pay for Putin's madness the higher chance something will change.,0
@Naomiworldz @BuryVCFA @MikeWildMacc @what_claire_did @CooperativeBank Email me at Julie.bentley@buryvcfa.org.uk so I don't forget memory is like  sieve!,0
I hate technology... locked myself out of my @HSBC_UK account trying to set it up on new device... because it wouldn't recognise the QR code... I have about 3 billion different possible passwords because every site requires a different fxcking type!!!! 🙃,0
"@HalifaxBank my mum got scammed today through WhatsApp to get her to ring using her mobile, she now believes they can use that to hack into her bank account, can you convince her otherwise, she won't open the bank app.",0
"@LloydsBank    Just received this text…
Don’t bank with Lloyds…  thought you be interested!… https://t.co/gDsVmwzk1v",0
"@HSBC_UK read the room! 

""when we see beyond borders, we see opportunities everywhere"" - HSBC’s latest advertising campaign",0
@RevolutApp Please note: https://t.co/3rFkcpoTuf,0
I'm disappointed with @LloydsBank I've waited more than an hour to be helped with a simple banking issue all to no avail. https://t.co/I6bSai15HZ,0
@LloydsBank Just seen yr new tv advert with a herd of black horses and saying you’ll always be beside us! 🤣🤣🤣🤣🤣 So you closed our local branches! Bloody rude to your customers &amp; inconvenient. Disgraceful! Hypocritical advert. I’ve been a customer over 50 years - offended!,0
@HSBC @HSBC_UK pt2. Your interest rates at the moment are shocking!!,0
@TSB TSB THE BANK THAT LIKES TO SAY YES 👍🏻 WHERE HAVE THE BRANCHES GONE,0
@RevolutApp Done! 🙏🏽,1
"@RBS_Help Hi, have sent you another DM. Although got an automated reply back so not sure if I need to resend?",0
@RevolutApp Can Ukrainians open bank accounts with you?,0
@HalifaxBank I wondered if you could help- my late aunty opened some kind of bank account for me about 25-30 years ago which I only have vague recollection about. I remember getting a cat shaped box with Halifax on it. I don’t have an account number or anything however!,1
@777crb @RevolutApp Because @revolutapp’s founder calls Putin “Uncle Vlad”,0
@JamesDelingpole @LloydsBank I booted HSBC for same reason. Now with Nationwide.,0
@RevolutApp Did you really delete my last tweet about being your fan since the beginning of Revolut and now questioning if our values are in sync?,0
So furious with @HalifaxBank 3 months it’s taken and my 7 year old sons who passed away in Novembers account still isn’t closed. Disgusting customer service so insensitive disgusting! Would not recommend this company .,0
@HalifaxBank I have done thanks,1
3rd time in 3 months that your payment system has failed @AskNationwide maybe @NatWest_Help will treat me better as a customer.,0
"@TSB trying to pay my rent but unable to approve the payment. Just keep getting 'oops theres been a problem, try again later' message when i try to approve 😔",0
"New podcast: I went inside @LloydsBank to chat to @TomKegode to hear how an employers of 70,000 people is allowing flexibility to shape their new working. Employees are invited to think about their preferred 'work style' - home, hub or hybrid.

https://t.co/K4oEnFGLq0",1
@StarlingBank please can you follow me back asap now please,0
@LloydsBank now officially gone from #sydenham #se26 - Hopefully will continue to be a useful unit for locals as a service/shop and taken on soonish as it’s a big unit in a pretty key position on the high street 🤞 https://t.co/KDmoQSqdFX,0
"@BarclaysUK Buy shit you don't need, borrowing money you don't have from a bank that are helping trash the planet with their investments. Get the hell off my Twitter feed",0
@NatWest_Help why offer me a call back service just to call me straight back and put me on hold? Another example of your incompetence #findanotherbank #shambles,0
"@RevolutApp My bank was frozen at the weekend and I couldn't seem to get anyone to listen, this morning my account was back up and running after a routine review. I guess it really is just to protect us and them. Thanks",0
@JurateJW @SoftDvil @JohnWallTooting @RevolutApp it was founded with gazprom money ..which is owned by the russian state ..which means the russian state has shares etc in revolut,0
.@LloydsBank is there a current issue with payments? I’ve tried to make a bank transfer and payment today but both with technical issues.,0
@RevolutApp Done. This is now extremely urgent and your colleagues in chat keep telling me it's an offline payment and not to worry... I am EXTREMELY worried now.,0
"@ChestyLaRoux87 @NatWest_Help Since my first tweet, my payment still hasn't updated my balance, though it is still showing up paid in transactions. Your help would be greatly appreciated. Thanks.",0
"@RevolutApp Hi how are you i just found that i can have multiple revolut cards one my account now i want to know can i use revolut card in Pakistan for spending or withdrawls.? 
If i give it to my mom ,lets say",1
Users of @RevolutApp  in Ireland. Switch on sending your spare change to @irishredcross to support those affected by the war in #Ukraine. It's one button.,1
@SkyHelpTeam and @RBS_Help  hi I've sent you both a private message,0
@AskNationwide what is happening at the moment? I've been advised there's delayed payment from my wages - any idea when this will be online? I am considering switching to @StarlingBank seriously at the moment,0
@TSB I can't approve payments today on my banking app... when will this system be working...???,0
@GarminUK  why is #garminpay not accepting @RevolutApp #visa cards? Revolut is moving customers away from @Mastercard but the Garmin App says Revolut is not a participating bank if you try to add a Revolut Visa card. Frustrating. https://t.co/HKdehbQjkJ,0
@santanderukhelp can you help with issue of my card not showing in account online,0
"@BarbaraSutton15 @TSB Was logged onto mine five minutes ago, Barbara.",0
"@RBS_Help @GoldmanSachs @CoventryBS : Just 3 organisations who refuse to increase savings rates even though the BoE  increased rates 2x! This amounts to outright theft from savers! Had rates gone down, savers would have seen cuts immediately. What’s going on?",0
"@NatWest_Help trying to pay my holiday off this morning through membership benefits, payments will not authorise is there an issue with the website?",0
@HSBC_UK your home insurance contact number cuts me off every time I try to call what is the problem?,0
@RBS_Help hello could someone please reply to my private message? It's pretty urgent,0
"If you want to do something to help the people of Ukraine, you can donate to the @irishredcross on @RevolutApp. https://t.co/el8TdYxUCl",1
@TSB Any chance your call centre could pick up the phone? 30 minutes falls outside of the definition of soon🤬,0
@HSBC_UK I’ll go via the banking app. This is clearly an ill-thought through title. I was wondering where the report was. It never occurred to me that Pre-notification was where I should look for the notification!!!!,0
".@LloydsBank outlines a £1 billion three year #digitalisation strategy, which will overhaul its technology infrastructure and self-service capabilities https://t.co/0gPRmsLMVA",1
@RevolutApp can I still transfer money into Russia?,0
"@HSBC_UK I did, but it took a while!",0
"@HSBC_UK I’m seeking clarification on the terms of the policy, my daughter lives with us and are her possessions covered? Secondly do I need to inform you if high value items?",0
"Customer Service Rep @HSBC_UK 

Based in #Birmingham

Click here to apply: https://t.co/5AV4aGFqS6

#BankingJobs #FinanceJobs #BrumJobs https://t.co/w1RdujlXOn",1
"@HalifaxBank just tried to make a payment to my Halifax credit card from my BoS bank account on the app, page appeared saying ‘the payment has not been made, don’t try again, check in two hours to see if it’s gone through’? Are there problems with the app this morning?",0
"@RevolutApp Hello, I'm currently in a wait-list at Turkey. I've invited a friend, who is also in Turkey. They created their account with my referral but I haven't advanced in my position in the queue. Is there something wrong with it? Thanks.",0
@TSB It’s working now. Thank you,1
"@HSBC_UK I’m a customer and we’re waiting on a written response regarding stamp duty on a small matter. This was requested on 17th February and we’ve been told there is a further 6/7 working day wait, which seems unjustifiable.",0
"@dark_phantasy_ @santanderukhelp hello my friend i can suggest you a few books don't worry love always wins
https://t.co/G1R9edyVl3
https://t.co/K8J7Kq18AU
https://t.co/YjxR6YMFUb
https://t.co/Q6A9iUlSVW
https://t.co/ge3PNrdsMR",1
@Ste_Tonks @RBS_Help Yeah absolutely! The letter looked authentic but confusing your customers with the use of very specific local language seems an odd approach to marketing 😝,0
@phildstewart stop 'looking to' and start DOING @AerCapNV @aercapholdings @HSBC_UK @HSBC,0
@NatWest_Help is there something wrong with the online app ?? My mate has sent me money sent me the proof but nothing has hit my account ??very bizarre,0
"Digital banks like @StarlingBank and @monzo are becoming more and more popular, as customers choose to manage their money via an app 📈

So, what are the pros and cons for #SmallBusinessOwners? https://t.co/8HqR3saIKE",1
"@RBS_Help Also, where it says “we’ll notify you via text”, I can honestly say through 4 days experience that it NEVER notifies you via text.

Absolute shambles of a process",0
@LloydsBank Yes at the same time every month for £38,0
@HalifaxBank Ok thank you. Weird that a government issued document isn’t enough.,0
@santanderukhelp I have just started working from home. Do I need to email you to inform you? Would my policy change?,0
@LloydsBank We’ve done that - and they are useless!!,0
"@HSBC_UK hi, I'm looking for a new bank to hold my wages. @AskNationwide  aren't very good and won't let anyone have any money transferred to them this morning. Do you keep in touch with you're customers better than they do?",0
"@AskNationwide I left @TSB  because of their abysmal IT systems don't make me now do the same here. This is becoming too frequent. You have my money floating between accounts, it's not good enough",0
"@santanderukhelp Hi, I have. They can only help closing current accounts on the live chat",0
"@PaulTubb1 @CliveWismayer @HSBC_UK The AML and KYC bollocks I'm dealing with now re: my UK occupational pension.

I should have merely said this:

""Where did you get the money, Mr Dembinski?""

""I was manager of large state agro-fertilizer collective when it became private enterprise.""

""Oh, well that's OK then"".",0
@CooperativeBank It's just unacceptable.. You close branches and remove access to CSU,0
@santanderukhelp I will do later this afternoon. Thank you,1
"@monzo hv you lost ur minds..how is it possible 2 close an acc,with no fore warning to make preparations to move everything to another acc??Bitterly disappointed, I knew I was initially sceptical for a reason. Just when I started putting trust in the scam you show ur true colours",0
@HSBC_Expat @RevolutApp Please help. I transferred money from HSBC Expat to Revolut bank on Jan 12. HSBC has indicated that funds have been transferred. Revolut says nothing received. Can you please work together to solve this?,0
@monzo Still not heard back 🤷🏻‍♂️,0
@RevolutApp I am not a Revolut customer. The person who is has contacted your team. They have highlighted all transfer details are correct yet funds not received.,0
"@PhilH23 @HalifaxBank @BritishInsurers My price doubled, but I mean exactly doubled up to a penny. https://t.co/LcwWkh5gc8",0
@NatWest_Help @RBS_Help I hour 30 minutes and got cut off. He also sent a message via the website and no one has got back to him.,0
@RevolutApp I’ve tried that but it wants last one home number that I logged in with which is same number that I have forgot.,0
@santanderukhelp If I applied at the bank branch. How do I get my sort code and account number?,0
@johara1971 @RBS_Help I'm sorry to hear that John. Can I ask if your son is still on hold trying to get through? - Tomas,0
@santanderukhelp santander customer are awful they refuse to help with a fraud payment they also refuse to put me through to the complaints team meanwhile i'm out of pocket,0
@BrittanyCaple @Catheri21133125 @AskNationwide You should get @monzo tbh get paid a day early and it never crashes like nationwide that’s where I get my pay from,1
What an absolute dreadful experience in burys @NatWest_Help bank today! 25 mins to pay a bill yet only one cashier and a queue of people. Slowest bank in the town!!,0
@RevolutApp Hi. I've found a bug in your Android app. What's the best way to report it?,0
@santanderukhelp sent the email from a email address that has 63 in the email,0
@santanderukhelp Please can we get the facility on the mobile app to fully amend a standing order surely it's not that difficult. At the moment you can only delete. Thank you,0
@santanderukhelp Hi! I'm trying to book a flight to Sweden but my debit card keeps declining? Its working for everything else and there are more then enough funds? Could you help?,0
@allankellynet @HSBC_UK @RevolutApp ollow me Dm me private 😋😋😋🍆🍆,0
@santanderukhelp A credit to an account I switched to Santander may arrive tomorrow. However that account has since been closed and the balance transferred to my joint a/c. What is likely to happen with the credit please?,0
@TSB switched to dm,0
"@RBS_Help hi, I got a phone call from a mobile number asking me to come into branch and discuss changing my account?",0
"@HSBC_UK hi! I'm getting a GSA error when trying to logging in to my account, even after remove cookies and cache, and also getting an error from the app on an Android phone. Help? https://t.co/cAzAVKgw7V",0
@HSBC_UK Yes it was after an hour !!,0
I have spent hours and hours and hours and hours and hours on hold to @CooperativeBank this month. What's going on?,0
"I repeat, no help what so ever!! 7 working days plus interest, i wonder how many unsuspecting customers they make suffer @Visa @HalifaxBank @AsdaServiceTeam All scum!😡😡 https://t.co/B1UOxXzD7e https://t.co/te0W9H5mX8",0
@RevolutApp Can you check my tweets it's been a week I have been trying to get access to my funds. I have an Irish business account with you and I've had no response. This kind of block will cripple my small business.,0
"The new @LloydsBank ad, filmed in @BurgessPk.
https://t.co/9xpMeLAuI1",1
"@santanderukhelp You wont let me sign up for on line banking - No idea why

I’ve booked online an ""in branch"" appointment for Thursday",0
"@JcFlore72359181 @HSBC_UK I'm not going to give my credentials to anyone, thanks but no thanks",0
"@YourEDIDude @JoHarrison321 @CooperativeBank Hello Amraze, I'm an AP from Britespark Films. We're preparing a documentary on the rise of scam texts. So sorry to hear you were scammed in this way. If  this is something you would like to share, I'd love to hear from you. Janine.trafford@britesparkfilms.com",0
@santanderukhelp awful customer services my account has had money taken out but no one cares at santander including the twitter team,0
"Yet again @CooperativeBank fail small business…
We are all busy, we understand the pressures of business..but been on call/hold for 1 hour 45 minutes!!! And then they had the gall to tell me they can not sort my problem and to ring back next time I need to make a purchase! 😡",0
"@adadithya Not any unique policy that I can think of but, @HSBC masters in executing all their employee centric policies really well to the last tier. 
That literally enhanced my productivity and efficiency at work by 40-50%, during my 1 year association with @HSBC_UK",1
@tink SIX months and your API linking @TSB and @Xero is woefully inadequate. What's the latest with getting this sorted? @Xero don't have a clue. Perhaps you do?,0
@CooperativeBank Please reply quickly as I’m worried security has been compromised,0
@RevolutApp  Hi there. I'd like to close my account due to the fact that in Colombia isn't available your service. How can I do that if I can't even set up the passcode?,0
@daveyboydanger @CooperativeBank By the way… how are you all!! We need a catch up! 👍🏼,1
"@daveyboydanger @CooperativeBank It’s an absolute nightmare Dave! 
Nearly 2 hours on the phone and no further on. All we want to do is use our card online 😡
Loyalty to @CooperativeBank can’t last much longer.
They ask you to DM them publicly but then don’t reply",0
"@HSBC_UK , awful customer service , been disconnected 3 times, advisers need training and customer service training.",0
"@HSBC_UK I have tried to make a payment to a new payee, it accepts all of payee details, and then shows a confirmation, but then says I have been locked out of this feature.  And then, it loses all the payee info and I have to enter it again. The agent said it was a ""glitch"", nothing else",0
"@RevolutApp hi, is there anyway I can track a junior card? https://t.co/6bR34A7vyH",0
@StarlingBank logging in takes me back to the login page. It worked earlier. Perhaps you deployed a broken website? I see a Javascript error. https://t.co/jVWxQIZFmA,0
@KatieHepworth1 @HSBC_UK I’ll see if I can get a call back - I can’t take any more of the hold message!!!,0
@StarlingBank why is it not possible to delete a space if you don’t want to archive,0
"@Xero @tink @TSB All I'm hearing is ""We're doing everything we can but we're not going to tell you what we're doing"". You could do the courteous thing and just update us with what has or hasn't been achieved since the issue began. Who has time every day to re-run the connection... when it works?!",0
"@santanderukhelp As I said if I have to call you I'm perfectly willing to stay on hold but surely you don't need to play that ""I'm sorry..."" message so frequently? It makes an already stressful situation a lot worse. I realise this isn't your fault, of course!",0
@Rhian_McLeod07 @NatWest_Help And 8 ppl behind me later still only 1 cashier and 2 greeters stood chatting to each other! Awful bank!!,0
"@Rhian_McLeod07 @NatWest_Help Tell me about it! I queued up for a second for an obnoxious man to tell me that I had to book an appointment or be put in a holding queue! Said I’m only paying a bill for work, made me go and sit and wait! One person and a cashier so thought won’t be long, 25 mins…….",0
"@santanderukhelp No, he said he couldn’t tell me how long.",0
"@santanderukhelp ""credit card invalid"" you must update your existing cc information to regain full access etc...

(this happened in past when you had issues with taking payments?)",0
@kminekes @RevolutApp Yes I was told this  and made me quite nervous about money in my Vault in Revolut ... is it safe and should l I move it to a UK bank instead?,0
@whytemetal @LloydsBank @LloydsBank are a failed service to the community. They treat their customers like they are doing them a favor. They are neither trustworthy nor dependable? Their cynical adverts are untrue and pathetic. Take your custom to a reasonable business.#ByYourSide,0
"Still waiting at 48 minutes @santanderukhelp, @santanderukbiz , surely good business would be to offer to call me back rather enraging customers who need business support! https://t.co/uJtiIFrMz8",0
@santanderukhelp Issue seemed to go away and I can now log in. Perhaps keep an eye on your systems given current global situation!,0
"Last chance to book onto our event this week with Richard Cook, @cookywook from @monzo, where we will look at ways you can find the fun on social in a supposedly boring industry.

Book your spot here 👇
https://t.co/7M6lvXx65C",1
"@HSBC_UK when you walk into your bank as a business customer and find out you can’t get change for your business you have to go to the local @PostOffice instead, what’s the point in banking with you I might as well just open up a @PostOffice account!",0
Guys please think twice about opening a @RevolutApp account. Absolutely useless customer service chat literally going round and around in circles for over a week now after they reported a transaction that I made.... to myself. Now saying they didn't. Much better out there #tide,0
@TSB DM sent,0
@SJLheating @CooperativeBank We found their customer service non existent too. Couldn’t function properly when they wouldn’t help. Change is definitely the way.,0
"@HalifaxBank Hi. Made a debit card transaction today, will this qualify for February's Reward Extra?",1
@camberwellblog @LloydsBank @BurgessPk You’d never know it!!,1
"@Stayfrosty910 Greetings, you have tweeted to the Santander global account. Our colleagues of @santanderukhelp will happily assist you.",0
@StarlingBank Yup all working. Thanks,1
"@santanderukhelp Saying that they don’t understand my question, this is why I originally wanted to talk to a human, DM me if you want",0
Do you know that @RevolutApp also is develop by Putin's countrymens ? You know what does it mean ? #FckPutin https://t.co/2qzDawxj0X,0
@HSBC_UK my debit card has not been letting me withdraw cash since Friday even though my balance was sufficient on all occasions. This is with 4 different cash machines. Can you please explain why? I've had to use another card from another bank which incurred a charge.,0
@santanderukhelp Sorry no it was 7th Feb,0
@santanderukhelp Can I do that on app?,0
@santanderukhelp Is no one answering the phone that can help. 2 hours now!,0
"@RevolutApp Yes, they have been in touch with me from last 6 hours and still they aren’t able to trace the transfer itself.",0
@_violetpeony_ @nexta_tv @RevolutApp I can do it and better than it just contact me,0
"@santanderukhelp Okay, edited that. Hopefully these emails stop now. This doesn't change the fact the unsubscribe link should have worked.",0
@maleysbhoy @NatWest_Help Hi Robert - thank you for your patience with the Travel team - you can raise a complaint about the wait times here: https://t.co/1wvy3sWoWz - Rae,0
@BarclaysUK Absolute shite. As I type I’ve been on hold for 1 hour 12 minutes. Rubbish customer service.,0
@santanderukhelp a reply would be nice ?,0
"@LloydsBank No, can't wait that long. I need support today asap or I'll lose my subscription",0
@NatWest_Help I've inboxed you,0
@ShezzaEd @HalifaxBank Having the same issue!,0
"@LloydsBank need confirmation of phone number. As i live in Canada now, I have tried my visa debit at the grocery and it won't work. In the back of the card it says to call 44 1733347007 but I also have a problem to access my internet banking account. Was given a number to call 441733232030",0
"@NatWest_Help @stingrayeyla  - although he's already wasted hours speaking with various teams, over the phone and in branch.",0
@HalifaxBank Could a senior manager DM me please?,0
"#BoycottRevolut and @RevolutApp Do you know #Revolut is Russian owned and was founded by @GazpromEN? I won’t be using it anymore. #SlavaUkraini 
#SanctionRussiaNow #StopWarInUkraine #Oligarchs #Russia https://t.co/WCzZ6bG82i",0
@NatWest_Help Have done.,0
"@santanderukhelp Thanks, contact times for this number?",0
@gillianfitz @RevolutApp It was co founded by a Ukrainian? @vyatsenko and the links are ‘alleged’. I wouldn’t act too hastily.,0
Results from the weekend - thanks for all the support and to first team goal sponsor @HSBC_UK! #UpTheDHRovers https://t.co/WjiSO2VxB9,1
"When you need help managing your money, come in and chat to a Money Confidence Expert at one of our @TSB pop-ups.

You can find out what services they offer, and what you’ll need to bring with you at https://t.co/s4j3lrrfru https://t.co/SoYpNjrDtf",1
@LloydsBank my payment online is being refused and your phone lines are jammed. Not acceptable 😡,0
Absolutely scandalous service from @LloydsBank . Closed my account with no notice with my months money in it. Now have no money with bills to pay and kids to feed. Said they’ll send me a cheque and I’m now left with no money until it arrives. No one their end willing to help!!,0
@RevolutApp scam,0
"@MissAWaterfield @BarclaysUKHelp @BarclaysUK @Barclays That makes sense, thank you for explaining that😊",1
Same issue here! Status page is all green. This is not cool! @RevolutApp https://t.co/K0TV4tx7Nl,0
@TSB so my mum is elderly &amp; deaf. I am trying to add mobile phone no. Online banking registration doesn't work. Phone banking discriminates against deaf. Online help were useless but Terry from Swansea call centre perfected the ' say what you want but I'm not here to help',0
"@LloydsBank Thank you, I have replied https://t.co/psIVMWocNP",1
@Pollysymondson @HSBC_UK Have you got through yet?,0
@RevolutApp Asked for the forensic logs a fraud transaction and 0 response from the team. Already the company is showing 0 interest in handling a fraudulent transaction that stole money in revolt. Revolut can be hacked ?,0
I went to @LloydsBank to try to open a bank account and asked if it was possible to open a bank account without a NINO. I was told I could and had to return twice with a letter from my employer before I was referred to someone with the authority to reject me for not having a NINO,0
@LloydsBank my son has been trying to sign up for a young persons bank account but your website and links in the email lead to error pages for weeks now. We’ve tried on desktop and mobile devices. Same outcome. https://t.co/DC87RONcHI,0
@LloydsBank Why is this happening? I’m trying to book seats and I’m going to lose them at this rate!!,0
@lyndseyfeakes @TSB It would be so much better!!!,0
@NatWest_Help why is it difficult to get instant response on the phone messaging app? I've paid my credit card on Friday and you took another payment again today?,0
Example link from email that doesn’t work for ID proof @LloydsBank  https://t.co/PS1qOiPDnh 🤬,0
"@TSB are there any restrictions to transferring money to Ukrainian accounts? I have all the right info, but can't make it work...",0
@Lilibelle22 @asda @HalifaxBank @AsdaServiceTeam Jokes!! I only used it because i loat my card as well.,0
"@RevolutApp Ordinarily, I would, but for this particular issue the live chat has not been helpful and I need a more direct way of contacting.

help@revolut.com gives the same auto response. The person sending the money needs more information as to why this money keeps being returned.",0
"Daily message to say that @StarlingBank bank is like the Canadian Government, just seize them funds, who’s worried the affect it will have on the person. @StarlingBank are scumbags, don’t bother banking with them. #NOTRADING #NOGAMBLING #NOCRYPTO",0
@BarclaysUK This is tacky. Your sales tactics are really cheap!,0
"@PayPal @RevolutApp @transferwise  
@WesternUnion please shut down the aggressor, stop doing business with #Russia! Help end this war!",0
@RevolutApp Starling &amp; Monzo are far better online banks 😊,1
@ownsomeshares @RevolutApp @freetrade when are you guys releasing same feature ?,0
"@CapkaKarel @RevolutApp Thank you,  yes I'm ok. Air raid sirens, AK rounds, explosions... sometimes far away then they get close and it's very difficult time for ALL here. Everyone is tired but non stop fighting 🤙",0
"@tserliagos @NatWest_Help Sorry about that Plato
I'd advise you DM vasty_cyber on Instagram and have your hacked, stolen account,funds,money and assets recovered",0
@NatWest_Help how long will a trust fund take to transfer to my account,0
@NatWest_Help I’ve sent you a reply,0
"@tserliagos @NatWest_Help Well, I think you should also rush to https://t.co/DPKtere7ss on Instagram, as soon as possible I'm sure they can be of help, they also helped me out when I craved aid few days ago.",1
@Xrpdomo @RevolutApp They 🙈,0
@RevolutApp @leedconsultancy Quite vague response. I think I will cancel my @RevolutApp tomorrow.,0
"@RevolutApp Not enough @RevolutApp  should suspend all accounts of Russian Citizens ANYWHERE. @RevolutApp 
 should not be a vehicle facilitating bypassing economic sanctions by providing banking services to Russians. #CancelRussia or #leaveRevolut",0
"@NatWest_Help what's up with the app, keep getting a connection error?",0
@douise @NatWest_Help I can't get on rbs banking app either think they are all down for natwest then... rbs n natwest are same conpany,0
"@LloydsBank My point is that whatever the issue, it's taken over an hour and I am no further fwd",0
@LloydsBank That appears to be a code/block on that app but not why. I use it regularly as part of my commute so need to know if an issue. Other bank cards working fine with the app.,0
